Country,Report_Date,Confirmed,Deaths,Recovered,Active,New Confirmed,New Deaths,New Recovered
Pakistan,03/05/2020,20941,476,5635,14830,857,19,521
Pakistan,04/05/2020,22049,514,5801,15734,1108,38,166
Pakistan,05/05/2020,24073,564,6464,17045,2024,50,663
Pakistan,06/05/2020,24644,585,6464,17595,571,21,0
Pakistan,07/05/2020,26435,599,7530,18306,1791,14,1066
Pakistan,08/05/2020,28736,636,7809,20291,2301,37,279
Pakistan,09/05/2020,30334,659,8063,21612,1598,23,254
Pakistan,10/05/2020,32081,706,8555,22820,1747,47,492
Pakistan,11/05/2020,34336,737,8812,24787,2255,31,257
Pakistan,12/05/2020,35298,761,8899,25638,962,24,87
Pakistan,13/05/2020,35788,770,9695,25323,490,9,796
Pakistan,14/05/2020,38799,834,10880,27085,3011,64,1185
Pakistan,15/05/2020,38799,834,10880,27085,0,0,0
Pakistan,16/05/2020,40151,873,11341,27937,1352,39,461
Pakistan,17/05/2020,42125,903,11922,29300,1974,30,581
Pakistan,18/05/2020,43966,939,12489,30538,1841,36,567
Pakistan,19/05/2020,45898,985,13101,31812,1932,46,612
Pakistan,20/05/2020,48091,1017,14155,32919,2193,32,1054
Pakistan,21/05/2020,50694,1067,15201,34426,2603,50,1046
Pakistan,22/05/2020,52437,1101,16653,34683,1743,34,1452
Pakistan,23/05/2020,54601,1133,17198,36270,2164,32,545
Pakistan,24/05/2020,56349,1167,17482,37700,1748,34,284
Pakistan,25/05/2020,57705,1197,18314,38194,1356,30,832
Pakistan,26/05/2020,59151,1225,19142,38784,1446,28,828
Pakistan,27/05/2020,61227,1260,20231,39736,2076,35,1089
Pakistan,28/05/2020,64028,1317,22305,40406,2801,57,2074
Pakistan,29/05/2020,66457,1395,24131,40931,2429,78,1826
Pakistan,30/05/2020,69496,1483,25271,42742,3039,88,1140
Pakistan,31/05/2020,72460,1543,26083,44834,2964,60,812
Pakistan,01/06/2020,76398,1621,27110,47667,3938,78,1027
Pakistan,02/06/2020,80463,1688,28923,49852,4065,67,1813
Pakistan,03/06/2020,85264,1770,30128,53366,4801,82,1205
Pakistan,04/06/2020,89249,1838,31198,56213,3985,68,1070
Pakistan,05/06/2020,93983,1935,32581,59467,4734,97,1383
Pakistan,06/06/2020,98943,2002,33465,63476,4960,67,884
Pakistan,07/06/2020,103671,2067,34355,67249,4728,65,890
Pakistan,08/06/2020,108317,2172,35018,71127,4646,105,663
Pakistan,09/06/2020,113702,2255,36308,75139,5385,83,1290
Pakistan,10/06/2020,119536,2356,36308,80872,5834,101,0
Pakistan,11/06/2020,125933,2463,40247,83223,6397,107,3939
Pakistan,12/06/2020,125933,2463,40247,83223,0,0,0
Pakistan,13/06/2020,132405,2551,50056,79798,6472,88,9809
Pakistan,14/06/2020,144478,2729,53721,88028,12073,178,3665
Pakistan,15/06/2020,148921,2839,56390,89692,4443,110,2669
Pakistan,16/06/2020,154760,2975,58437,93348,5839,136,2047
Pakistan,17/06/2020,160118,3093,59215,97810,5358,118,778
Pakistan,18/06/2020,165062,3229,61383,100450,4944,136,2168
Pakistan,19/06/2020,171666,3382,63504,104780,6604,153,2121
Pakistan,20/06/2020,176617,3501,67892,105224,4951,119,4388
Pakistan,21/06/2020,181088,3590,71458,106040,4471,89,3566
Pakistan,22/06/2020,185034,3695,73471,107868,3946,105,2013
Pakistan,23/06/2020,188926,3755,77754,107417,3892,60,4283
Pakistan,24/06/2020,192970,3903,81307,107760,4044,148,3553
Pakistan,25/06/2020,195745,3962,84168,107615,2775,59,2861
Pakistan,26/06/2020,198883,4035,86906,107942,3138,73,2738
Pakistan,27/06/2020,202955,4118,92624,106213,4072,83,5718
Pakistan,28/06/2020,206512,4167,95407,106938,3557,49,2783
Pakistan,29/06/2020,209337,4304,98503,106530,2825,137,3096
Pakistan,30/06/2020,213470,4395,100802,108273,4133,91,2299
Pakistan,01/07/2020,217809,4473,104694,108642,4339,78,3892
Pakistan,02/07/2020,221896,4551,113623,103722,4087,78,8929
Pakistan,03/07/2020,221896,4551,113623,103722,0,0,0
Pakistan,04/07/2020,225283,4619,125094,95570,3387,68,11471
Pakistan,05/07/2020,231818,4762,131649,95407,6535,143,6555
Pakistan,06/07/2020,234509,4839,134957,94713,2691,77,3308
Pakistan,07/07/2020,237489,4922,140965,91602,2980,83,6008
Pakistan,08/07/2020,240848,4983,145311,90554,3359,61,4346
Pakistan,09/07/2020,243599,5058,149092,89449,2751,75,3781
